0.00	0.00	0.00
-15.00	-376.00	147.00
-14.00	-377.00	143.00
-1.00	-379.00	143.00
-99.00	-289.00	294.00
-405.00	-32.00	240.00
-465.00	167.00	-106.00
-335.00	257.00	-299.00
5.00	354.00	-391.00
284.00	161.00	-399.00
242.00	-357.00	-149.00
45.00	-428.00	-13.00
-204.00	-319.00	212.00
-290.00	-29.00	385.00
-110.00	382.00	351.00
142.00	514.00	-32.00
352.00	361.00	-151.00
422.00	132.00	-260.00
351.00	-292.00	-109.00
-22.00	-424.00	13.00
-158.00	-366.00	154.00
-289.00	-187.00	292.00
-368.00	300.00	215.00
-119.00	512.00	109.00
99.00	527.00	5.00
141.00	493.00	-149.00
417.00	6.00	-289.00
199.00	-398.00	-56.00
174.00	-367.00	192.00
252.00	-208.00	345.00
317.00	-88.00	364.00
367.00	203.00	304.00
501.00	103.00	-28.00
250.00	313.00	-346.00
-9.00	223.00	-469.00
-104.00	26.00	-482.00
-183.00	-150.00	-401.00
-132.00	-384.00	-120.00
16.00	-394.00	175.00
141.00	-179.00	408.00
247.00	169.00	415.00
296.00	420.00	114.00
299.00	313.00	-298.00
134.00	181.00	-466.00
-35.00	19.00	-491.00
-273.00	-164.00	-330.00
-212.00	-364.00	60.00
-22.00	-395.00	167.00
205.00	-372.00	128.00
473.00	-95.00	95.00
351.00	390.00	-27.00
85.00	465.00	-250.00
-44.00	382.00	-367.00
-392.00	196.00	-259.00
-449.00	-91.00	-78.00
-244.00	-341.00	-62.00
-114.00	-406.00	38.00
-398.00	-199.00	10.00
-318.00	433.00	-48.00
5.00	536.00	-14.00
188.00	465.00	162.00
323.00	281.00	288.00
385.00	-74.00	290.00
56.00	-375.00	211.00
-110.00	-393.00	100.00
23.00	-398.00	156.00
148.00	-383.00	164.00
200.00	-394.00	52.00
225.00	-387.00	-92.00
171.00	-368.00	-202.00
145.00	-316.00	-302.00
-56.00	-247.00	-384.00
-180.00	-318.00	-243.00
-160.00	-387.00	-69.00
-128.00	-373.00	153.00
-299.00	-221.00	245.00
-349.00	365.00	163.00
-84.00	522.00	-113.00
-10.00	443.00	-290.00
100.00	161.00	-477.00
268.00	-197.00	-347.00
170.00	-409.00	7.00
-235.00	-305.00	198.00
-436.00	11.00	208.00
-401.00	323.00	119.00
-125.00	523.00	20.00
0.00	528.00	-97.00
295.00	29.00	-413.00
281.00	-365.00	-32.00
53.00	-354.00	256.00
-174.00	-373.00	77.00
-167.00	-360.00	-143.00
-38.00	-168.00	-436.00
-99.00	51.00	-485.00
-157.00	368.00	-347.00
-145.00	490.00	-177.00
128.00	516.00	38.00
299.00	343.00	251.00
338.00	13.00	366.00
194.00	-306.00	274.00
33.00	-415.00	104.00
-296.00	-219.00	-251.00
-331.00	-1.00	-353.00
-189.00	239.00	-421.00
264.00	255.00	-376.00
395.00	-129.00	-264.00
257.00	-375.00	-14.00
84.00	-410.00	120.00
99.00	-353.00	252.00
-92.00	-323.00	286.00
-225.00	-175.00	360.00
-309.00	92.00	377.00
-63.00	435.00	300.00
126.00	512.00	92.00
295.00	350.00	-259.00
328.00	-235.00	-254.00
51.00	-425.00	-14.00
