-143.00	-394.00	-13.00
-327.00	-254.00	-143.00
-312.00	-254.00	-176.00
39.00	-418.00	83.00
340.00	-196.00	273.00
452.00	182.00	156.00
260.00	438.00	-155.00
-105.00	283.00	-425.00
-241.00	86.00	-427.00
-305.00	-245.00	-204.00
-98.00	-388.00	134.00
66.00	-148.00	443.00
394.00	37.00	306.00
481.00	176.00	56.00
188.00	411.00	-274.00
-387.00	-170.00	-162.00
-204.00	-351.00	137.00
237.00	-381.00	11.00
485.00	-90.00	-37.00
459.00	194.00	-144.00
-285.00	456.00	-10.00
-439.00	93.00	204.00
-240.00	-331.00	119.00
-6.00	-412.00	112.00
-172.00	-251.00	322.00
-291.00	281.00	329.00
158.00	510.00	-12.00
409.00	248.00	-198.00
217.00	-382.00	-85.00
15.00	-426.00	10.00
-23.00	-417.00	73.00
-156.00	-375.00	115.00
-325.00	-235.00	181.00
-124.00	-383.00	129.00
297.00	-326.00	-141.00
443.00	-85.00	-201.00
282.00	418.00	-151.00
-380.00	333.00	141.00
-432.00	-68.00	172.00
-75.00	-406.00	61.00
239.00	-378.00	-59.00
104.00	-407.00	103.00
-401.00	69.00	272.00
-113.00	520.00	65.00
171.00	491.00	-110.00
396.00	-232.00	-139.00
28.00	-423.00	41.00
-12.00	-349.00	258.00
-316.00	16.00	368.00
-179.00	-215.00	355.00
292.00	-342.00	-89.00
413.00	155.00	-271.00
-256.00	472.00	-7.00
-428.00	273.00	106.00
-309.00	-294.00	47.00
-103.00	-319.00	276.00
-205.00	87.00	440.00
-210.00	495.00	58.00
-80.00	512.00	-137.00
-44.00	345.00	-400.00
52.00	-204.00	-421.00
-46.00	-421.00	-2.00
-33.00	-410.00	111.00
-243.00	-347.00	-7.00
-219.00	-343.00	-124.00
51.00	-399.00	149.00
126.00	-420.00	24.00
60.00	-414.00	112.00
-253.00	-330.00	80.00
-270.00	-327.00	1.00
-185.00	-360.00	-136.00
61.00	-392.00	-186.00
113.00	-369.00	-224.00
146.00	-397.00	-139.00
102.00	-424.00	-41.00
199.00	-398.00	-35.00
179.00	-379.00	81.00
132.00	-392.00	45.00
127.00	-387.00	-21.00
130.00	-386.00	-10.00
126.00	-389.00	-11.00
125.00	-390.00	-8.00
128.00	-386.00	-12.00
122.00	-383.00	-13.00
123.00	-382.00	-10.00
122.00	-383.00	-12.00
126.00	-383.00	-12.00
123.00	-381.00	-13.00
125.00	-380.00	-11.00
121.00	-380.00	-12.00
